pokemon,version,item,rarity
rec-369-dup-0,21,id-204,5
id-548,27,rec-588-dup-0,5
rec-296-dup-0,29,id-218,5
rec-591-dup-0,21,rec-87-dup-1,5
rec-367-dup-1,25,id-203,5
rec-10128-dup-0,29,id-216,5
rec-131-dup-1,25,rec-220-dup-1,100
rec-414-dup-0,13,id-199,5
id-89,22,rec-249-dup-0,1
rec-513-dup-0,21,rec-132-dup-0,50
rec-743-dup-1,30,id-94,5
id-110,24,rec-205-dup-0,5
rec-354-dup-1,15,rec-224-dup-0,5
rec-704-dup-0,29,rec-272-dup-0,5
rec-622-dup-0,24,id-246,5
rec-143-dup-0,13,rec-211-dup-0,100
id-336,30,rec-272-dup-0,5
id-39,11,rec-132-dup-0,50
rec-427-dup-0,22,rec-128-dup-0,50
id-47,7,rec-87-dup-0,5
id-191,16,rec-169-dup-1,5
id-47,7,rec-87-dup-1,5
id-353,26,rec-224-dup-0,5
rec-148-dup-0,21,id-212,5
rec-147-dup-0,23,id-212,5
rec-544-dup-0,28,id-222,5
id-65,11,rec-225-dup-0,5
rec-316-dup-0,17,rec-89-dup-0,5
rec-552-dup-0,30,id-217,5
rec-63-dup-0,10,rec-225-dup-0,5
rec-74-dup-0,17,id-206,5
rec-50-dup-0,17,id-214,5
id-10014,21,rec-220-dup-0,100
rec-372-dup-0,9,id-212,5
rec-49-dup-0,22,rec-272-dup-0,5
id-285,28,rec-87-dup-1,5
id-10146,28,rec-303-dup-0,50
id-371,18,rec-227-dup-0,5
rec-186-dup-0,28,id-198,5
rec-326-dup-0,13,id-171,5
rec-563-dup-0,28,rec-224-dup-0,5
rec-370-dup-0,29,rec-93-dup-0,50
rec-305-dup-0,22,id-215,5
id-10014,9,rec-220-dup-1,100
rec-63-dup-0,24,rec-225-dup-0,5
rec-556-dup-1,28,id-216,5
id-313,25,rec-190-dup-0,5
id-276,22,rec-172-dup-0,5
rec-90-dup-1,22,id-88,50
rec-401-dup-0,25,rec-254-dup-1,5
rec-325-dup-0,12,id-171,5
rec-143-dup-0,16,rec-211-dup-0,100
rec-372-dup-0,30,rec-227-dup-1,5
rec-10092-dup-0,29,rec-128-dup-1,5
rec-416-dup-0,16,id-222,5
id-317,25,rec-135-dup-1,5
rec-370-dup-0,18,rec-93-dup-1,50
rec-401-dup-1,23,rec-254-dup-0,5
rec-10076-dup-1,27,id-210,5
rec-466-dup-0,21,rec-299-dup-0,5
rec-531-dup-0,22,rec-135-dup-0,5
id-216,10,rec-135-dup-1,5
rec-551-dup-0,28,id-217,5
rec-53-dup-0,13,rec-194-dup-0,5
id-335,21,rec-194-dup-0,5
id-151,25,rec-134-dup-0,100
rec-121-dup-0,28,id-90,50
id-47,12,rec-87-dup-1,5
rec-373-dup-0,16,rec-227-dup-0,5
rec-328-dup-0,11,id-214,5
rec-367-dup-0,29,id-203,5
rec-10070-dup-0,28,id-203,5
rec-269-dup-0,11,id-199,5
rec-568-dup-1,24,id-258,5
id-371,17,rec-227-dup-0,5
rec-35-dup-0,16,rec-131-dup-0,50
id-110,23,rec-205-dup-0,5
rec-211-dup-0,26,id-222,5
rec-261-dup-0,13,rec-128-dup-0,5
id-302,25,rec-242-dup-1,5
id-461,16,rec-263-dup-0,50
rec-563-dup-1,30,rec-224-dup-0,5
id-125,27,rec-299-dup-0,5
rec-147-dup-0,21,id-212,5
id-28,12,rec-194-dup-0,5
id-10013,9,rec-220-dup-0,100
rec-215-dup-1,27,rec-194-dup-0,5
rec-148-dup-0,23,id-212,5
rec-251-dup-0,12,rec-134-dup-0,100
rec-10092-dup-0,28,rec-128-dup-0,5
rec-10084-dup-0,26,id-213,5
rec-539-dup-0,24,id-218,5
rec-355-dup-0,7,rec-224-dup-0,5
id-200,11,rec-224-dup-0,5
rec-674-dup-0,25,id-196,5
rec-20-dup-0,10,rec-132-dup-0,50
id-335,25,rec-194-dup-0,5
rec-305-dup-0,29,id-215,5
rec-10076-dup-0,30,id-210,5
id-477,25,rec-224-dup-0,5
rec-90-dup-0,17,rec-89-dup-0,5
rec-122-dup-1,7,rec-131-dup-0,5
rec-354-dup-1,14,rec-224-dup-0,5
rec-401-dup-0,13,rec-254-dup-0,5
rec-35-dup-0,21,rec-131-dup-0,50
id-10013,25,rec-220-dup-1,100
rec-83-dup-0,7,rec-236-dup-0,5
rec-551-dup-0,30,id-217,5
rec-354-dup-1,23,rec-224-dup-0,5
id-446,22,rec-211-dup-0,100
rec-251-dup-0,30,rec-134-dup-0,5
rec-211-dup-0,23,id-222,5
rec-75-dup-1,8,id-206,5
rec-10005-dup-0,29,id-199,5
id-469,27,rec-242-dup-0,5
rec-401-dup-0,22,rec-254-dup-0,5
rec-294-dup-0,15,id-127,5
rec-186-dup-0,17,id-198,5
id-46,22,rec-87-dup-0,5
rec-372-dup-0,16,rec-227-dup-0,5
rec-50-dup-0,18,id-214,5
rec-354-dup-0,17,rec-224-dup-0,5
id-10153,30,rec-220-dup-1,5
id-91,7,rec-89-dup-0,5
rec-362-dup-0,18,id-176,5
rec-367-dup-1,26,id-203,5
rec-316-dup-1,12,rec-89-dup-0,5
id-762,30,rec-901-dup-0,5
id-353,25,rec-224-dup-0,5
rec-531-dup-0,29,rec-132-dup-0,50
rec-79-dup-0,18,id-256,5
id-317,9,rec-89-dup-0,5
rec-591-dup-0,27,rec-87-dup-0,5
rec-326-dup-0,18,id-171,5
rec-366-dup-0,13,rec-89-dup-0,5
id-313,28,rec-190-dup-1,5
id-231,16,rec-162-dup-0,5
rec-362-dup-1,11,id-223,5
rec-441-dup-0,13,rec-254-dup-1,5
rec-104-dup-0,18,rec-235-dup-0,5
rec-563-dup-0,30,rec-224-dup-0,5
rec-457-dup-0,22,rec-164-dup-0,5
rec-208-dup-0,27,id-210,5
id-213,18,rec-43-dup-0,100
rec-10109-dup-0,30,id-589,5
rec-10121-dup-1,28,rec-128-dup-0,5
id-36,12,rec-131-dup-0,50
rec-401-dup-1,24,rec-254-dup-0,5
id-193,14,rec-242-dup-0,5
rec-358-dup-0,18,rec-175-dup-1,5
rec-238-dup-0,13,id-130,100
id-10013,8,rec-220-dup-1,100
id-371,29,rec-227-dup-0,5
rec-558-dup-0,22,rec-106-dup-0,1
rec-316-dup-1,17,rec-89-dup-0,5
rec-215-dup-1,9,rec-194-dup-0,5
rec-104-dup-0,10,rec-235-dup-0,5
rec-366-dup-0,21,rec-89-dup-0,5
rec-316-dup-1,30,rec-135-dup-0,5
rec-539-dup-1,30,id-218,5
rec-78-dup-0,15,rec-168-dup-0,5
rec-143-dup-0,30,rec-211-dup-0,5
rec-143-dup-0,27,rec-211-dup-0,5
rec-215-dup-0,14,rec-263-dup-0,50
rec-531-dup-0,30,rec-132-dup-0,50
id-36,22,rec-624-dup-1,1
id-173,13,rec-131-dup-0,50
rec-35-dup-0,17,rec-624-dup-1,1
rec-354-dup-1,10,rec-224-dup-0,5
rec-20-dup-1,11,rec-135-dup-1,5
rec-513-dup-1,18,rec-162-dup-0,5
rec-64-dup-0,24,rec-225-dup-0,5
id-559,24,rec-272-dup-0,5
id-433,18,rec-175-dup-0,5
id-400,17,rec-132-dup-0,50
rec-52-dup-0,12,rec-194-dup-0,5
rec-372-dup-0,13,rec-227-dup-0,5
rec-539-dup-1,18,rec-245-dup-0,1
rec-369-dup-0,23,id-204,5
rec-701-dup-0,24,id-198,5
rec-52-dup-0,22,rec-194-dup-0,5
rec-513-dup-1,22,rec-162-dup-0,5
rec-743-dup-0,28,id-94,5
rec-43-dup-0,28,rec-588-dup-0,5
id-590,22,rec-87-dup-0,5
rec-269-dup-0,16,rec-272-dup-0,5
rec-186-dup-0,8,id-198,5
rec-56-dup-1,13,id-170,5
id-402,14,rec-254-dup-0,5
rec-121-dup-0,14,id-91,5
rec-211-dup-1,28,id-222,5
id-65,21,rec-225-dup-0,5
rec-90-dup-1,13,rec-89-dup-0,5
rec-295-dup-0,14,id-127,5
rec-53-dup-0,27,rec-194-dup-0,5
id-264,17,rec-135-dup-1,5
rec-414-dup-0,15,id-199,5
id-174,10,rec-132-dup-0,50
rec-316-dup-1,16,rec-89-dup-0,5
rec-78-dup-0,12,rec-168-dup-0,5
id-10146,27,rec-303-dup-0,50
id-277,16,rec-172-dup-0,5
id-213,7,rec-132-dup-0,100
id-400,18,rec-132-dup-0,50
rec-556-dup-0,24,id-216,5
id-191,14,rec-169-dup-0,5
id-213,9,rec-132-dup-0,100
rec-20-dup-1,11,rec-132-dup-0,50
rec-355-dup-1,28,rec-224-dup-0,5
rec-324-dup-0,23,id-226,5
rec-587-dup-0,18,id-126,100
id-764,27,rec-900-dup-1,5
id-353,18,rec-224-dup-0,5
rec-261-dup-0,11,rec-128-dup-1,5
rec-10005-dup-0,22,id-199,5
rec-401-dup-1,14,rec-254-dup-0,5
rec-43-dup-0,26,rec-588-dup-0,5
id-10102,29,rec-263-dup-0,5
rec-211-dup-1,22,id-222,5
rec-251-dup-0,23,rec-134-dup-0,100
id-213,29,rec-43-dup-0,5
rec-53-dup-0,25,rec-194-dup-0,5
rec-428-dup-0,17,rec-166-dup-0,5
id-264,16,rec-132-dup-0,50
rec-35-dup-0,18,rec-131-dup-0,50
rec-90-dup-0,13,id-88,50
id-446,12,rec-211-dup-0,100
rec-531-dup-0,26,rec-132-dup-0,50
id-755,29,rec-87-dup-1,5
rec-332-dup-1,7,id-222,5
rec-104-dup-0,10,rec-235-dup-0,5
rec-118-dup-0,28,rec-220-dup-1,5
rec-331-dup-0,30,id-265,5
id-461,29,rec-194-dup-0,5
id-132,26,rec-234-dup-0,5
rec-131-dup-0,27,rec-220-dup-1,5
rec-250-dup-0,17,rec-44-dup-0,100
id-65,30,rec-225-dup-0,5
rec-215-dup-0,16,rec-194-dup-0,5
id-40,11,rec-132-dup-0,50
rec-251-dup-0,8,rec-134-dup-0,100
rec-401-dup-0,23,rec-254-dup-1,5
id-277,22,rec-172-dup-0,5
rec-217-dup-0,11,rec-135-dup-1,5
rec-186-dup-1,13,id-198,5
rec-53-dup-0,16,rec-194-dup-0,5
rec-558-dup-0,27,id-215,5
id-285,26,rec-87-dup-0,5
rec-251-dup-0,10,rec-134-dup-0,100
id-10153,29,rec-220-dup-1,5
rec-215-dup-1,12,rec-194-dup-0,5
rec-355-dup-0,21,id-173,5
rec-370-dup-0,12,rec-93-dup-0,50
rec-121-dup-1,21,id-91,5
id-535,22,rec-128-dup-0,50
rec-68-dup-0,30,id-207,5
rec-531-dup-0,18,rec-135-dup-1,5
rec-782-dup-0,27,rec-303-dup-0,5
rec-75-dup-1,18,id-206,5
rec-215-dup-0,24,rec-263-dup-0,50
id-351,13,rec-220-dup-0,100
id-338,22,rec-624-dup-1,1
rec-366-dup-1,22,rec-89-dup-0,5
rec-373-dup-0,28,rec-227-dup-0,5
rec-10070-dup-1,30,id-203,5
rec-373-dup-0,30,rec-227-dup-0,5
rec-437-dup-0,18,id-210,5
rec-121-dup-1,23,id-91,5
id-109,30,rec-205-dup-0,5
id-351,28,rec-220-dup-1,5
rec-117-dup-0,8,id-212,5
rec-325-dup-0,18,id-171,5
rec-121-dup-1,10,id-91,5
rec-428-dup-0,16,rec-166-dup-0,5
id-755,27,rec-87-dup-1,5
rec-35-dup-0,21,rec-131-dup-0,50
rec-122-dup-1,17,rec-131-dup-0,5
rec-73-dup-1,23,id-222,5
id-538,22,rec-245-dup-0,1
id-191,13,rec-169-dup-0,5
rec-361-dup-0,27,id-689,5
id-191,14,rec-169-dup-1,5
id-317,25,rec-132-dup-0,50
rec-674-dup-0,24,id-196,5
rec-49-dup-0,16,rec-272-dup-0,5
id-172,9,rec-132-dup-0,5
rec-354-dup-1,16,rec-224-dup-0,5
id-132,30,rec-234-dup-0,5
rec-437-dup-1,28,id-210,5
rec-217-dup-0,11,rec-132-dup-0,50
rec-269-dup-0,28,rec-272-dup-0,5
rec-75-dup-0,13,id-206,5
rec-328-dup-0,28,id-214,5
rec-215-dup-1,9,rec-194-dup-0,5
rec-316-dup-0,11,rec-89-dup-0,5
rec-64-dup-0,9,rec-225-dup-0,5
id-10069,29,rec-135-dup-1,5
rec-90-dup-0,9,rec-89-dup-0,5
rec-734-dup-1,28,rec-128-dup-1,5
rec-583-dup-0,29,id-223,5
rec-539-dup-1,24,id-218,5
id-162,13,rec-135-dup-0,5
rec-148-dup-1,16,id-212,5
rec-416-dup-0,24,id-222,5
rec-78-dup-0,12,rec-168-dup-0,5
rec-10149-dup-0,30,rec-235-dup-0,5
rec-524-dup-0,17,id-206,50
rec-372-dup-0,15,rec-227-dup-0,5
id-301,12,rec-131-dup-0,5
rec-148-dup-0,10,rec-227-dup-0,5
rec-251-dup-0,18,rec-134-dup-0,100
rec-78-dup-0,18,rec-168-dup-0,5
rec-35-dup-0,17,rec-131-dup-0,50
rec-279-dup-0,27,id-612,50
rec-591-dup-0,17,rec-87-dup-0,5
rec-373-dup-0,27,rec-227-dup-0,5
rec-558-dup-0,23,id-215,5
rec-251-dup-0,8,rec-134-dup-0,100
rec-372-dup-0,18,rec-227-dup-0,5
rec-331-dup-1,25,id-265,5
rec-64-dup-0,22,rec-225-dup-0,5
rec-120-dup-0,22,id-90,50
id-10089,28,rec-227-dup-1,5
rec-56-dup-0,12,id-170,5
rec-568-dup-0,21,id-92,1
rec-75-dup-1,23,id-206,5
rec-211-dup-0,21,id-222,5
rec-121-dup-0,29,id-91,5
rec-56-dup-0,13,id-170,5
rec-215-dup-0,30,rec-194-dup-0,5
rec-35-dup-0,17,rec-624-dup-0,1
rec-428-dup-0,17,rec-166-dup-0,5
rec-74-dup-0,29,id-206,5
rec-324-dup-0,25,id-226,5
id-456,15,rec-164-dup-0,5
rec-401-dup-0,25,rec-254-dup-1,5
id-400,15,rec-135-dup-1,5
rec-373-dup-0,30,rec-227-dup-1,5
rec-10032-dup-1,29,id-216,5
rec-63-dup-0,26,rec-225-dup-0,5
rec-316-dup-1,28,rec-132-dup-0,50
rec-428-dup-1,12,rec-166-dup-0,5
rec-251-dup-0,22,rec-134-dup-0,100
rec-10112-dup-0,28,id-258,5
id-262,17,rec-128-dup-0,5
rec-74-dup-0,28,id-206,5
id-47,17,rec-87-dup-0,5
id-446,24,rec-211-dup-0,100
id-560,26,rec-272-dup-0,5
id-371,16,rec-227-dup-1,5
rec-19-dup-1,17,id-177,5
rec-75-dup-0,15,id-206,5
rec-428-dup-0,14,rec-166-dup-0,5
rec-122-dup-0,15,rec-131-dup-0,5
rec-215-dup-1,29,rec-194-dup-0,5
rec-366-dup-0,17,rec-89-dup-0,5
id-731,29,rec-132-dup-0,5
id-371,27,rec-227-dup-1,5
id-105,28,rec-235-dup-0,5
rec-211-dup-1,26,id-222,5
rec-143-dup-0,17,rec-211-dup-0,100
rec-435-dup-1,12,rec-128-dup-1,5
rec-227-dup-1,10,id-221,5
rec-556-dup-0,28,id-216,5
rec-121-dup-0,7,id-91,5
id-590,28,rec-87-dup-1,5
id-446,17,rec-211-dup-0,100
rec-366-dup-0,16,rec-89-dup-0,5
rec-269-dup-0,28,rec-272-dup-0,5
rec-457-dup-0,22,rec-164-dup-0,5
id-162,7,rec-135-dup-1,5
rec-544-dup-0,26,id-222,5
rec-21-dup-0,27,id-221,5
rec-10098-dup-0,30,id-213,5
rec-354-dup-1,12,rec-224-dup-0,5
rec-355-dup-1,11,rec-224-dup-0,5
rec-261-dup-1,10,rec-128-dup-1,5
rec-50-dup-0,22,id-214,5
id-193,30,rec-242-dup-0,5
rec-121-dup-1,8,id-91,5
id-10014,12,rec-220-dup-0,100
id-213,14,rec-132-dup-0,100
rec-78-dup-0,16,rec-168-dup-0,5
rec-316-dup-0,18,rec-89-dup-0,5
rec-316-dup-0,11,rec-89-dup-0,5
id-400,13,rec-135-dup-0,5
rec-331-dup-1,21,id-265,5
rec-370-dup-0,27,rec-93-dup-1,50
rec-416-dup-1,29,id-222,5
rec-261-dup-0,14,rec-128-dup-1,5
id-446,30,rec-211-dup-0,5
id-47,17,rec-621-dup-0,1
rec-358-dup-0,21,rec-175-dup-0,5
rec-261-dup-1,18,rec-128-dup-1,5
rec-148-dup-1,11,rec-227-dup-0,5
rec-316-dup-1,30,rec-132-dup-0,50
rec-143-dup-0,22,rec-211-dup-0,100
rec-10032-dup-0,23,id-216,100
id-264,11,rec-132-dup-0,50
rec-466-dup-0,29,rec-299-dup-0,5
id-10015,7,rec-220-dup-1,100
id-10014,16,rec-220-dup-0,100
id-200,10,rec-224-dup-0,5
id-265,25,rec-128-dup-0,50
rec-104-dup-0,24,rec-235-dup-0,5
id-10013,23,rec-220-dup-1,100
rec-131-dup-1,26,rec-220-dup-1,100
rec-531-dup-0,30,rec-135-dup-1,5
id-149,11,rec-227-dup-0,5
rec-523-dup-0,22,id-126,50
id-402,17,rec-254-dup-0,5
rec-355-dup-1,9,rec-224-dup-0,5
id-621,29,rec-227-dup-0,5
id-351,8,rec-220-dup-0,100
rec-73-dup-1,27,id-222,5
rec-352-dup-0,22,id-133,5
id-514,17,rec-132-dup-0,50
rec-370-dup-0,25,rec-93-dup-0,50
rec-435-dup-1,18,rec-128-dup-0,5
id-10013,13,rec-220-dup-0,100
rec-705-dup-0,28,rec-272-dup-0,5
id-213,21,rec-43-dup-0,100
rec-531-dup-0,29,rec-135-dup-0,5
id-439,16,rec-131-dup-0,5
rec-401-dup-0,12,rec-254-dup-1,5
id-47,11,rec-87-dup-0,5
id-10014,7,rec-220-dup-1,100
rec-370-dup-0,18,rec-93-dup-0,50
rec-51-dup-0,30,id-214,5
rec-328-dup-0,16,id-214,5
rec-354-dup-1,27,rec-224-dup-0,5
rec-355-dup-0,30,rec-224-dup-0,5
rec-10056-dup-0,28,rec-224-dup-0,5
rec-355-dup-1,25,rec-224-dup-0,5
rec-10093-dup-0,28,rec-128-dup-1,5
id-762,27,rec-901-dup-0,5
rec-591-dup-0,25,rec-87-dup-1,5
rec-551-dup-0,27,id-217,5
rec-10109-dup-1,29,id-589,5
id-265,28,rec-128-dup-1,50
rec-186-dup-0,18,id-198,5
rec-622-dup-0,22,id-246,5
rec-84-dup-0,27,id-221,5
rec-286-dup-0,26,id-86,50
rec-343-dup-1,25,id-246,5
rec-10111-dup-0,30,id-589,50
id-735,29,rec-128-dup-0,5
rec-355-dup-1,7,rec-224-dup-0,5
rec-10121-dup-1,29,rec-128-dup-0,5
id-402,23,rec-254-dup-0,5
id-314,26,rec-190-dup-1,5
rec-401-dup-0,21,rec-254-dup-1,5
id-262,16,rec-128-dup-1,5
rec-478-dup-0,14,id-176,5
rec-361-dup-0,29,id-689,5
rec-462-dup-0,27,id-210,5
id-469,30,rec-242-dup-0,5
id-461,18,rec-194-dup-0,5
rec-75-dup-0,12,id-206,5
id-10037,23,rec-225-dup-0,5
rec-53-dup-0,29,rec-194-dup-0,5
id-456,12,rec-164-dup-0,5
rec-705-dup-0,29,rec-272-dup-0,5
rec-441-dup-0,25,rec-254-dup-0,5
rec-355-dup-0,27,rec-224-dup-0,5
id-277,14,rec-172-dup-0,5
rec-63-dup-0,18,rec-225-dup-0,5
rec-126-dup-0,25,id-300,5
id-301,11,rec-131-dup-0,5
rec-358-dup-1,15,rec-175-dup-0,5
rec-250-dup-0,25,rec-44-dup-0,100
id-27,21,rec-194-dup-0,5
rec-437-dup-1,30,id-210,5
id-10069,27,rec-135-dup-1,5
id-353,11,rec-224-dup-0,5
rec-426-dup-1,21,rec-584-dup-0,1
rec-104-dup-0,29,rec-235-dup-0,5
rec-90-dup-0,22,id-88,50
rec-556-dup-1,30,id-216,5
rec-83-dup-0,10,rec-236-dup-0,5
rec-250-dup-0,9,rec-44-dup-0,100
rec-215-dup-1,21,rec-194-dup-0,5
id-10014,24,rec-220-dup-0,100
id-317,22,rec-89-dup-0,5
rec-121-dup-0,8,id-91,5
rec-250-dup-0,17,rec-44-dup-0,100
id-47,25,rec-87-dup-1,5
rec-370-dup-0,21,rec-93-dup-1,50
id-162,22,rec-132-dup-0,50
rec-358-dup-0,14,rec-175-dup-0,5
rec-90-dup-0,25,rec-89-dup-0,5
rec-584-dup-0,29,id-223,50
rec-513-dup-0,17,rec-132-dup-0,50
rec-120-dup-0,16,id-90,50
rec-373-dup-0,25,rec-227-dup-0,5
rec-426-dup-0,21,rec-584-dup-0,1
rec-780-dup-0,30,id-133,5
rec-331-dup-1,30,id-265,5
rec-770-dup-0,30,rec-224-dup-0,5
rec-373-dup-0,21,rec-227-dup-1,5
rec-215-dup-1,16,rec-263-dup-0,50
rec-261-dup-1,17,rec-128-dup-1,5
rec-354-dup-0,8,rec-224-dup-0,5
rec-591-dup-0,29,id-86,50
id-302,28,rec-242-dup-0,5
rec-122-dup-1,12,rec-131-dup-0,5
id-46,29,rec-87-dup-0,5
id-10013,26,rec-220-dup-0,100
rec-531-dup-0,28,rec-135-dup-0,5
rec-462-dup-0,16,id-210,5
id-515,22,rec-132-dup-0,50
id-44,28,rec-588-dup-0,5
id-469,21,rec-242-dup-1,5
rec-591-dup-0,18,rec-87-dup-0,5
id-512,17,rec-161-dup-0,5
rec-316-dup-1,26,rec-132-dup-0,50
rec-250-dup-0,21,rec-44-dup-0,100
rec-186-dup-0,22,id-198,5
id-10006,24,rec-134-dup-0,100
id-263,15,rec-132-dup-0,5
rec-343-dup-0,26,id-246,5
rec-286-dup-0,15,id-167,5
rec-441-dup-0,22,rec-254-dup-1,5
rec-63-dup-0,27,rec-225-dup-0,5
rec-462-dup-0,12,id-210,5
rec-316-dup-1,28,rec-135-dup-0,5
rec-331-dup-0,10,id-222,5
rec-75-dup-0,26,id-206,5
rec-531-dup-0,27,rec-132-dup-0,50
rec-35-dup-0,22,id-81,5
rec-437-dup-1,27,id-210,5
rec-558-dup-0,21,id-215,5
rec-75-dup-1,7,id-206,5
rec-227-dup-1,30,id-210,5
id-402,22,rec-254-dup-1,5
id-735,29,rec-128-dup-1,5
id-10014,14,rec-220-dup-0,100
id-216,11,rec-135-dup-1,5
rec-331-dup-0,12,id-265,5
rec-355-dup-1,18,id-173,5
id-353,23,rec-224-dup-0,5
id-46,30,rec-87-dup-0,5
id-10015,23,rec-220-dup-1,100
rec-354-dup-1,12,rec-224-dup-0,5
rec-367-dup-1,13,id-203,5
id-511,17,rec-161-dup-0,5
rec-117-dup-0,15,id-212,5
rec-79-dup-0,23,id-256,5
rec-563-dup-1,17,rec-224-dup-0,5
id-303,16,rec-161-dup-0,5
rec-466-dup-0,14,rec-299-dup-0,50
rec-211-dup-0,12,id-222,5
rec-19-dup-1,15,id-177,5
rec-568-dup-0,17,id-92,1
id-351,26,rec-220-dup-0,100
rec-80-dup-0,26,id-198,5
id-119,30,rec-220-dup-0,5
id-162,14,rec-135-dup-0,5
rec-332-dup-0,22,id-265,5
rec-543-dup-0,18,rec-128-dup-1,50
rec-401-dup-0,26,rec-254-dup-0,5
rec-84-dup-0,9,id-221,5
rec-286-dup-0,30,rec-87-dup-1,5
rec-53-dup-0,26,rec-194-dup-0,5
rec-457-dup-0,21,rec-164-dup-0,5
rec-435-dup-0,14,rec-128-dup-0,5
rec-366-dup-1,26,rec-89-dup-0,5
id-132,8,rec-234-dup-0,5
rec-122-dup-0,16,rec-131-dup-0,5
id-113,24,rec-233-dup-0,50
rec-305-dup-0,18,id-215,5
rec-49-dup-0,15,rec-272-dup-0,5
rec-251-dup-0,16,rec-134-dup-0,100
id-516,21,rec-132-dup-0,50
rec-401-dup-1,28,rec-254-dup-1,5
rec-372-dup-0,25,rec-227-dup-1,5
rec-362-dup-0,16,id-176,5
rec-52-dup-0,26,rec-194-dup-0,5
rec-332-dup-0,24,id-265,5
rec-326-dup-0,15,id-171,5
id-335,24,rec-194-dup-0,5
id-267,29,rec-272-dup-0,5
id-469,21,rec-242-dup-0,5
id-303,12,rec-161-dup-0,5
rec-558-dup-0,22,rec-106-dup-1,1
id-314,25,rec-190-dup-0,5
rec-536-dup-0,17,id-133,50
id-162,22,rec-135-dup-0,5
rec-73-dup-0,16,id-222,5
rec-215-dup-0,30,rec-194-dup-0,5
rec-104-dup-0,26,rec-235-dup-0,5
rec-427-dup-1,16,rec-166-dup-0,5
rec-121-dup-0,15,id-90,50
id-590,21,rec-87-dup-1,5
rec-10092-dup-0,30,rec-128-dup-1,5
rec-531-dup-0,23,rec-135-dup-1,5
rec-186-dup-1,21,id-198,5
rec-367-dup-0,16,id-203,5
rec-427-dup-0,21,rec-128-dup-0,50
rec-10103-dup-0,30,id-689,5
rec-215-dup-1,16,rec-194-dup-0,5
rec-120-dup-0,11,id-91,5
rec-26-dup-1,8,rec-132-dup-0,5
rec-366-dup-0,17,rec-89-dup-0,5
rec-544-dup-0,17,id-222,5
rec-211-dup-0,30,id-222,5
id-46,10,rec-87-dup-0,5
rec-743-dup-0,30,id-94,5
rec-83-dup-0,26,rec-236-dup-0,5
rec-51-dup-0,17,id-214,5
rec-343-dup-1,26,id-246,5
id-161,14,rec-132-dup-0,5
rec-121-dup-1,17,id-90,50
id-47,16,rec-87-dup-0,5
rec-524-dup-0,18,id-215,5
rec-414-dup-0,30,id-199,5
rec-122-dup-0,13,rec-131-dup-0,5
rec-75-dup-1,30,id-206,5
id-351,28,rec-220-dup-0,5
id-10013,22,rec-220-dup-1,100
rec-354-dup-1,26,rec-224-dup-0,5
rec-227-dup-0,10,id-221,5
rec-232-dup-0,22,rec-162-dup-0,5
rec-294-dup-0,22,id-127,5
rec-50-dup-0,26,id-214,5
rec-319-dup-0,30,id-203,5
id-512,22,rec-132-dup-0,50
rec-238-dup-1,13,id-130,100
rec-305-dup-0,8,id-215,5
rec-401-dup-1,29,rec-254-dup-0,5
id-590,27,rec-87-dup-0,5
id-418,14,rec-163-dup-1,5
rec-269-dup-0,25,rec-272-dup-0,5
id-301,8,rec-131-dup-0,5
rec-232-dup-0,14,rec-162-dup-0,5
id-151,21,rec-134-dup-0,100
rec-316-dup-1,25,rec-132-dup-0,50
rec-568-dup-1,17,id-258,5
rec-524-dup-1,30,id-215,5
id-400,16,rec-135-dup-1,5
id-335,22,rec-194-dup-0,5
rec-674-dup-0,30,id-196,5
rec-426-dup-0,22,rec-584-dup-0,1
id-559,30,rec-272-dup-0,5
id-418,18,rec-163-dup-1,5
rec-250-dup-0,28,rec-44-dup-0,5
rec-90-dup-0,24,id-88,50
id-200,8,rec-224-dup-0,5
rec-250-dup-0,14,rec-44-dup-0,100
rec-143-dup-0,23,rec-211-dup-0,100
rec-372-dup-0,23,rec-227-dup-1,5
rec-238-dup-0,7,id-130,100
rec-783-dup-0,27,rec-303-dup-0,5
rec-75-dup-0,30,id-206,5
rec-147-dup-0,16,id-212,5
rec-118-dup-0,26,rec-220-dup-0,5
rec-143-dup-0,16,rec-211-dup-0,100
id-456,22,rec-164-dup-0,5
rec-49-dup-0,26,rec-272-dup-0,5
rec-358-dup-1,21,rec-175-dup-1,5
rec-122-dup-0,14,rec-131-dup-0,5
rec-352-dup-0,7,id-133,5
id-28,7,rec-194-dup-0,5
rec-51-dup-0,23,id-214,5
rec-701-dup-0,27,id-198,5
id-10015,18,rec-220-dup-0,100
id-10089,28,rec-227-dup-0,5
id-313,30,rec-190-dup-1,5
id-10015,10,rec-220-dup-0,100
id-353,8,rec-224-dup-0,5
id-173,17,rec-131-dup-0,50
id-27,29,rec-263-dup-0,5
rec-734-dup-0,30,rec-128-dup-1,5
rec-328-dup-0,21,id-214,5
id-10069,28,rec-135-dup-0,5
id-265,29,rec-190-dup-1,5
rec-80-dup-0,23,id-198,5
id-10013,21,rec-220-dup-0,100
id-433,15,rec-175-dup-0,5
rec-401-dup-0,27,rec-254-dup-0,5
rec-104-dup-0,21,rec-235-dup-0,5
rec-539-dup-0,26,id-218,5
rec-354-dup-1,27,rec-224-dup-0,5
rec-52-dup-0,15,rec-194-dup-0,5
rec-355-dup-1,9,rec-224-dup-0,5
