pokemon,version_group,move,pokemon_move_method,level,order
rec-725-dup-0,20,id-173,4,0,
rec-10098-dup-0,20,id-521,4,0,
rec-482-dup-1,20,id-201,4,0,
rec-10143-dup-0,20,rec-310-dup-0,1,1,3.0
rec-6-dup-0,20,rec-89-dup-0,4,0,
rec-890-dup-0,20,rec-53-dup-0,1,48,
id-569,20,rec-34-dup-0,4,0,
rec-112-dup-0,20,rec-63-dup-0,4,0,
id-882,20,rec-444-dup-0,4,0,
id-10175,20,rec-34-dup-0,4,0,
id-149,20,rec-374-dup-0,4,0,
rec-539-dup-1,20,rec-270-dup-0,4,0,
rec-361-dup-0,20,rec-213-dup-0,4,0,
id-867,20,rec-174-dup-0,1,38,
rec-10165-dup-0,20,rec-472-dup-0,4,0,
rec-674-dup-0,20,rec-526-dup-0,1,20,
id-306,20,rec-253-dup-0,4,0,
rec-10031-dup-0,20,id-173,4,0,
rec-780-dup-0,20,id-496,4,0,
rec-531-dup-0,20,id-247,4,0,
id-510,20,rec-807-dup-1,3,0,
rec-350-dup-1,20,id-812,3,0,
rec-225-dup-0,20,rec-693-dup-0,4,0,
rec-10189-dup-0,20,id-242,4,0,
id-31,20,rec-421-dup-0,4,0,
rec-553-dup-0,20,rec-34-dup-0,4,0,
id-42,20,rec-19-dup-1,4,0,
rec-625-dup-1,20,id-398,4,0,
id-475,20,rec-409-dup-0,4,0,
id-255,20,rec-53-dup-0,1,30,
rec-426-dup-0,20,id-566,4,0,
rec-484-dup-0,20,rec-89-dup-1,4,0,
id-141,20,rec-163-dup-1,1,0,
id-548,20,rec-71-dup-0,1,1,1.0
rec-10189-dup-0,20,rec-129-dup-0,4,0,
rec-176-dup-0,20,id-173,4,0,
rec-319-dup-0,20,id-44,1,16,
id-477,20,rec-174-dup-0,1,36,
rec-563-dup-0,20,rec-63-dup-0,4,0,
id-407,20,rec-76-dup-0,4,0,
id-481,20,rec-502-dup-0,4,0,
rec-864-dup-0,20,id-496,4,0,
id-691,20,rec-39-dup-0,1,15,
id-716,20,rec-62-dup-0,1,10,
id-879,20,rec-444-dup-0,4,0,
rec-613-dup-0,20,id-156,4,0,
rec-68-dup-0,20,rec-444-dup-0,4,0,
rec-630-dup-0,20,id-269,4,0,
rec-811-dup-1,20,id-263,4,0,
id-555,20,rec-808-dup-0,3,0,
rec-596-dup-1,20,id-683,4,0,
rec-565-dup-0,20,id-201,4,0,
rec-428-dup-1,20,id-7,4,0,
rec-178-dup-0,20,rec-19-dup-1,4,0,
rec-10030-dup-0,20,id-399,4,0,
rec-10167-dup-0,20,id-581,4,0,
rec-373-dup-0,20,id-116,4,0,
id-10119,20,rec-799-dup-1,3,0,
rec-10019-dup-0,20,rec-213-dup-0,4,0,
rec-773-dup-0,20,id-33,1,1,9.0
rec-10164-dup-1,20,id-286,4,0,
id-694,20,rec-369-dup-0,4,0,
id-747,20,rec-474-dup-0,1,15,
rec-575-dup-0,20,id-248,1,52,
rec-215-dup-1,20,id-813,3,0,
id-572,20,rec-203-dup-0,4,0,
rec-738-dup-0,20,id-404,1,1,3.0
rec-244-dup-0,20,rec-164-dup-0,4,0,
rec-685-dup-1,20,id-496,1,18,
rec-243-dup-0,20,rec-245-dup-0,1,1,1.0
id-812,20,rec-45-dup-0,1,1,6.0
id-889,20,rec-706-dup-1,4,0,
rec-350-dup-1,20,rec-311-dup-1,4,0,
id-703,20,rec-157-dup-1,1,35,
id-627,20,rec-526-dup-1,4,0,
rec-10151-dup-0,20,rec-442-dup-1,4,0,
rec-579-dup-0,20,id-416,4,0,
id-10173,20,rec-219-dup-0,4,0,
rec-355-dup-0,20,rec-279-dup-1,4,0,
rec-147-dup-0,20,rec-53-dup-0,4,0,
rec-177-dup-1,20,rec-113-dup-0,4,0,
rec-434-dup-0,20,rec-108-dup-0,1,6,
id-10026,20,rec-421-dup-0,4,0,
rec-279-dup-0,20,rec-311-dup-1,4,0,
rec-122-dup-1,20,id-214,4,0,
id-172,20,rec-217-dup-1,2,0,
rec-150-dup-0,20,id-248,1,88,
id-878,20,rec-667-dup-0,1,50,
rec-10161-dup-1,20,id-91,4,0,
id-334,20,rec-257-dup-1,4,0,
id-222,20,rec-408-dup-0,1,40,
rec-10107-dup-0,20,rec-252-dup-0,1,1,1.0
rec-51-dup-0,20,rec-10-dup-1,1,1,5.0
rec-780-dup-0,20,id-707,4,0,
rec-211-dup-1,20,id-258,4,0,
rec-10165-dup-0,20,rec-219-dup-0,4,0,
rec-10032-dup-0,20,rec-331-dup-0,4,0,
rec-583-dup-0,20,id-286,4,0,
id-784,20,rec-374-dup-0,4,0,
id-714,20,rec-129-dup-0,4,0,
id-151,20,rec-328-dup-1,4,0,
id-801,20,rec-442-dup-1,1,60,
id-535,20,rec-304-dup-0,1,36,
rec-622-dup-0,20,id-196,4,0,
id-248,20,rec-157-dup-0,4,0,
rec-324-dup-0,20,rec-83-dup-0,4,0,
id-10177,20,rec-526-dup-0,1,16,
rec-67-dup-0,20,id-484,4,0,
rec-828-dup-0,20,rec-313-dup-0,4,0,
rec-524-dup-0,20,id-156,4,0,
rec-787-dup-0,20,id-214,4,0,
rec-863-dup-1,20,id-484,4,0,
id-25,20,rec-86-dup-0,4,0,
rec-68-dup-0,20,id-233,1,24,
rec-743-dup-0,20,rec-502-dup-0,4,0,
id-338,20,rec-113-dup-1,4,0,
id-303,20,rec-442-dup-0,4,0,
id-256,20,rec-5-dup-0,4,0,
rec-437-dup-0,20,id-371,4,0,
rec-321-dup-1,20,rec-34-dup-0,1,36,
rec-770-dup-1,20,rec-157-dup-0,4,0,
rec-10147-dup-0,20,id-496,4,0,
id-254,20,rec-530-dup-1,1,1,1.0
rec-10021-dup-0,20,id-482,4,0,
rec-10118-dup-0,20,id-406,4,0,
id-220,20,rec-203-dup-0,4,0,
rec-416-dup-1,20,rec-207-dup-0,1,20,
rec-773-dup-1,20,id-286,1,1,7.0
rec-561-dup-1,20,rec-113-dup-1,4,0,
rec-562-dup-1,20,rec-174-dup-0,1,36,
rec-811-dup-0,20,id-496,4,0,
id-618,20,rec-86-dup-0,4,0,
rec-552-dup-0,20,rec-693-dup-0,4,0,
id-111,20,rec-68-dup-0,2,0,
rec-361-dup-0,20,rec-311-dup-0,4,0,
rec-685-dup-1,20,rec-313-dup-0,1,15,
id-706,20,rec-715-dup-1,1,1,4.0
rec-479-dup-0,20,rec-486-dup-0,1,20,
id-635,20,rec-799-dup-1,3,0,
id-334,20,rec-304-dup-1,4,0,
rec-35-dup-0,20,rec-270-dup-0,4,0,
rec-888-dup-0,20,id-496,4,0,
rec-321-dup-1,20,id-776,4,0,
rec-678-dup-0,20,id-173,4,0,
rec-749-dup-1,20,id-23,1,16,
rec-633-dup-0,20,id-242,4,0,
rec-529-dup-0,20,rec-66-dup-0,2,0,
id-25,20,rec-39-dup-1,1,1,7.0
rec-494-dup-0,20,id-94,4,0,
rec-226-dup-1,20,id-317,4,0,
id-10163,20,rec-164-dup-0,4,0,
rec-6-dup-1,20,id-394,4,0,
id-194,20,rec-92-dup-0,1,36,
rec-579-dup-0,20,rec-502-dup-0,1,28,
id-636,20,rec-405-dup-0,1,42,
rec-26-dup-1,20,rec-203-dup-0,4,0,
rec-126-dup-0,20,id-156,4,0,
rec-10170-dup-0,20,rec-179-dup-0,1,70,
rec-176-dup-0,20,id-182,4,0,
rec-519-dup-1,20,rec-234-dup-0,2,0,
rec-373-dup-0,20,rec-304-dup-1,4,0,
rec-630-dup-0,20,id-198,1,1,1.0
rec-176-dup-0,20,rec-304-dup-0,4,0,
id-359,20,rec-421-dup-0,4,0,
rec-10098-dup-0,20,id-97,4,0,
rec-381-dup-1,20,rec-473-dup-1,4,0,
rec-54-dup-0,20,id-258,4,0,
id-796,20,rec-63-dup-0,4,0,
id-334,20,rec-304-dup-0,4,0,
rec-773-dup-1,20,id-240,4,0,
rec-10127-dup-0,20,id-283,1,40,
rec-846-dup-0,20,rec-38-dup-0,1,48,
rec-120-dup-0,20,rec-113-dup-0,1,32,
rec-643-dup-1,20,id-317,4,0,
rec-483-dup-0,20,id-784,4,0,
rec-281-dup-0,20,id-286,4,0,
rec-10107-dup-1,20,id-85,4,0,
id-691,20,rec-104-dup-0,1,20,
id-549,20,rec-71-dup-0,1,1,17.0
id-320,20,rec-164-dup-0,4,0,
id-859,20,rec-141-dup-1,4,0,
rec-483-dup-1,20,id-707,4,0,
rec-139-dup-1,20,id-341,4,0,
rec-362-dup-0,20,id-181,1,1,3.0
rec-233-dup-0,20,id-161,4,0,
rec-464-dup-1,20,rec-444-dup-0,1,54,
rec-148-dup-0,20,rec-86-dup-0,1,1,4.0
rec-845-dup-0,20,rec-332-dup-0,2,0,
id-527,20,rec-369-dup-0,4,0,
rec-558-dup-0,20,rec-328-dup-0,4,0,
id-724,20,rec-338-dup-1,3,0,
id-446,20,rec-89-dup-0,4,0,
rec-10143-dup-0,20,rec-63-dup-0,4,0,
rec-73-dup-1,20,id-14,4,0,
id-488,20,rec-203-dup-0,4,0,
rec-738-dup-0,20,id-242,4,0,
rec-103-dup-1,20,id-14,4,0,
id-113,20,rec-113-dup-1,1,36,
rec-743-dup-1,20,rec-483-dup-0,1,64,
rec-73-dup-1,20,id-182,4,0,
rec-660-dup-0,20,rec-374-dup-0,4,0,
id-10163,20,rec-502-dup-0,4,0,
rec-292-dup-0,20,id-566,4,0,
rec-464-dup-0,20,id-523,4,0,
rec-677-dup-1,20,rec-526-dup-1,4,0,
rec-176-dup-1,20,rec-241-dup-0,4,0,
id-690,20,rec-503-dup-0,4,0,
id-334,20,rec-34-dup-0,4,0,
rec-530-dup-0,20,rec-10-dup-0,1,1,4.0
rec-660-dup-0,20,id-214,4,0,
rec-634-dup-0,20,rec-251-dup-0,4,0,
rec-225-dup-1,20,id-168,4,0,
rec-10025-dup-0,20,rec-313-dup-1,4,0,
rec-273-dup-0,20,rec-71-dup-0,1,3,
rec-369-dup-0,20,id-33,1,1,1.0
id-680,20,rec-213-dup-0,4,0,
id-10177,20,rec-164-dup-0,4,0,
id-425,20,rec-34-dup-0,4,0,
id-611,20,rec-799-dup-0,3,0,
rec-122-dup-0,20,id-384,1,1,3.0
id-338,20,rec-76-dup-0,1,40,
rec-348-dup-0,20,id-414,4,0,
rec-10031-dup-0,20,id-806,3,0,
id-302,20,rec-34-dup-0,4,0,
rec-589-dup-0,20,id-184,1,1,4.0
id-878,20,rec-164-dup-0,4,0,
id-338,20,rec-76-dup-1,4,0,
rec-150-dup-0,20,rec-53-dup-1,4,0,
rec-886-dup-1,20,rec-706-dup-0,4,0,
rec-864-dup-0,20,id-106,1,1,3.0
id-320,20,rec-203-dup-0,4,0,
rec-1-dup-0,20,rec-113-dup-0,4,0,
rec-378-dup-0,20,id-173,4,0,
rec-1-dup-0,20,rec-203-dup-0,4,0,
id-10171,20,rec-19-dup-0,4,0,
id-571,20,rec-5-dup-0,4,0,
rec-746-dup-0,20,id-291,1,20,
rec-780-dup-0,20,rec-113-dup-0,1,40,
rec-625-dup-0,20,id-201,4,0,
rec-10170-dup-0,20,rec-113-dup-0,1,10,
rec-112-dup-0,20,id-85,4,0,
rec-251-dup-0,20,rec-270-dup-0,4,0,
rec-294-dup-0,20,rec-89-dup-0,4,0,
rec-437-dup-0,20,rec-241-dup-0,1,1,2.0
rec-381-dup-0,20,rec-76-dup-1,4,0,
rec-122-dup-0,20,id-196,4,0,
id-569,20,rec-188-dup-0,1,27,
id-847,20,rec-675-dup-0,1,1,1.0
id-306,20,rec-475-dup-1,1,48,
id-842,20,rec-200-dup-1,4,0,
id-135,20,rec-383-dup-0,1,1,5.0
rec-131-dup-1,20,id-55,1,1,2.0
id-10178,20,rec-257-dup-1,4,0,
rec-120-dup-0,20,id-496,4,0,
rec-93-dup-0,20,rec-810-dup-0,3,0,
id-547,20,rec-71-dup-0,1,1,19.0
rec-372-dup-0,20,rec-304-dup-0,4,0,
rec-677-dup-0,20,id-93,1,9,
rec-589-dup-1,20,id-156,4,0,
rec-279-dup-0,20,id-182,1,1,1.0
rec-897-dup-0,20,id-506,4,0,
id-766,20,rec-89-dup-0,4,0,
rec-10165-dup-0,20,id-341,4,0,
rec-660-dup-1,20,id-263,4,0,
rec-131-dup-0,20,rec-329-dup-0,1,65,
id-485,20,rec-444-dup-0,4,0,
id-151,20,rec-409-dup-1,4,0,
rec-416-dup-1,20,rec-474-dup-0,4,0,
id-866,20,rec-472-dup-0,4,0,
rec-104-dup-0,20,rec-39-dup-0,1,4,
id-799,20,rec-442-dup-0,4,0,
rec-114-dup-0,20,id-133,4,0,
id-10193,20,rec-270-dup-0,1,32,
rec-828-dup-0,20,rec-129-dup-0,4,0,
rec-753-dup-1,20,id-348,4,0,
id-881,20,rec-63-dup-0,4,0,
id-721,20,rec-63-dup-0,4,0,
rec-26-dup-1,20,rec-5-dup-0,4,0,
rec-369-dup-0,20,id-133,4,0,
id-696,20,rec-157-dup-1,4,0,
rec-150-dup-0,20,id-269,4,0,
rec-52-dup-0,20,rec-45-dup-0,1,1,2.0
rec-211-dup-0,20,id-371,4,0,
rec-823-dup-0,20,rec-526-dup-0,4,0,
rec-10023-dup-0,20,id-225,1,1,1.0
rec-244-dup-0,20,rec-442-dup-1,4,0,
id-315,20,rec-74-dup-0,1,1,3.0
id-627,20,rec-163-dup-0,1,36,
rec-233-dup-1,20,rec-428-dup-0,4,0,
rec-139-dup-1,20,id-390,4,0,
rec-464-dup-1,20,rec-6-dup-0,4,0,
rec-372-dup-0,20,id-43,1,1,3.0
rec-186-dup-0,20,id-55,1,1,12.0
rec-279-dup-1,20,rec-542-dup-0,4,0,
rec-43-dup-0,20,rec-76-dup-0,4,0,
id-635,20,rec-200-dup-0,4,0,
rec-233-dup-0,20,rec-63-dup-0,4,0,
rec-233-dup-1,20,id-231,4,0,
rec-462-dup-0,20,rec-604-dup-0,4,0,
rec-531-dup-0,20,rec-473-dup-0,4,0,
rec-343-dup-1,20,rec-76-dup-0,4,0,
id-526,20,rec-444-dup-0,4,0,
rec-479-dup-1,20,id-521,4,0,
rec-142-dup-0,20,id-156,4,0,
rec-583-dup-0,20,id-258,4,0,
rec-90-dup-1,20,rec-203-dup-0,4,0,
rec-543-dup-0,20,id-599,1,40,
id-538,20,rec-241-dup-0,4,0,
id-10172,20,rec-352-dup-1,1,18,
rec-147-dup-0,20,rec-63-dup-0,4,0,
rec-227-dup-0,20,id-269,4,0,
id-710,20,rec-174-dup-0,2,0,
id-356,20,rec-59-dup-0,4,0,
rec-780-dup-0,20,rec-304-dup-1,4,0,
id-10100,20,rec-179-dup-0,4,0,
rec-528-dup-0,20,id-271,4,0,
rec-831-dup-0,20,rec-45-dup-0,1,1,2.0
rec-63-dup-0,20,rec-502-dup-0,4,0,
rec-787-dup-1,20,rec-279-dup-0,4,0,
rec-483-dup-1,20,rec-59-dup-0,4,0,
rec-211-dup-0,20,id-240,4,0,
id-282,20,rec-595-dup-1,4,0,
rec-579-dup-0,20,rec-385-dup-0,4,0,
rec-10023-dup-0,20,id-371,4,0,
id-891,20,rec-203-dup-0,4,0,
id-727,20,rec-10-dup-0,1,1,5.0
rec-211-dup-1,20,id-106,1,4,
rec-10143-dup-0,20,id-14,4,0,
rec-773-dup-0,20,id-286,1,1,7.0
id-99,20,rec-374-dup-0,4,0,
rec-10143-dup-0,20,rec-421-dup-0,1,42,
rec-562-dup-1,20,id-247,1,40,
id-173,20,rec-313-dup-0,4,0,
id-182,20,rec-241-dup-0,4,0,
rec-811-dup-1,20,rec-45-dup-0,1,1,3.0
id-425,20,rec-241-dup-0,4,0,
rec-67-dup-0,20,id-276,4,0,
rec-896-dup-0,20,id-196,4,0,
rec-80-dup-0,20,rec-409-dup-0,4,0,
rec-10019-dup-0,20,id-314,1,20,
rec-674-dup-0,20,rec-526-dup-0,1,20,
id-879,20,rec-535-dup-1,4,0,
rec-53-dup-0,20,rec-164-dup-0,4,0,
rec-685-dup-0,20,rec-213-dup-0,4,0,
rec-10167-dup-0,20,rec-458-dup-0,1,0,
id-777,20,rec-270-dup-0,4,0,
id-826,20,rec-76-dup-1,4,0,
id-270,20,rec-428-dup-0,1,38,
rec-305-dup-0,20,rec-89-dup-1,4,0,
rec-10009-dup-0,20,rec-203-dup-0,4,0,
rec-886-dup-1,20,id-406,1,1,1.0
id-727,20,rec-141-dup-1,4,0,
rec-743-dup-1,20,rec-270-dup-0,4,0,
rec-738-dup-0,20,id-416,4,0,
rec-551-dup-0,20,id-446,4,0,
id-724,20,rec-369-dup-0,4,0,
id-818,20,rec-311-dup-1,4,0,
rec-738-dup-0,20,rec-486-dup-0,4,0,
rec-144-dup-0,20,rec-241-dup-0,4,0,
rec-305-dup-0,20,rec-213-dup-0,4,0,
id-10120,20,rec-428-dup-0,4,0,
rec-773-dup-1,20,rec-304-dup-1,4,0,
id-271,20,rec-503-dup-0,4,0,
rec-634-dup-0,20,rec-304-dup-1,4,0,
rec-723-dup-0,20,rec-235-dup-0,1,20,
id-834,20,rec-667-dup-0,4,0,
rec-601-dup-1,20,id-319,1,16,
rec-164-dup-0,20,rec-211-dup-1,4,0,
rec-114-dup-1,20,rec-74-dup-0,1,8,
rec-880-dup-0,20,rec-53-dup-1,4,0,
rec-563-dup-1,20,id-261,4,0,
id-436,20,rec-76-dup-0,4,0,
id-247,20,rec-241-dup-0,4,0,
id-245,20,rec-164-dup-0,4,0,
rec-350-dup-1,20,rec-352-dup-1,1,1,1.0
id-814,20,rec-340-dup-0,1,42,
rec-142-dup-0,20,rec-241-dup-0,4,0,
rec-877-dup-0,20,id-707,4,0,
rec-487-dup-1,20,rec-693-dup-0,4,0,
rec-103-dup-1,20,rec-113-dup-1,4,0,
id-639,20,rec-514-dup-0,4,0,
id-31,20,rec-63-dup-0,4,0,
rec-659-dup-0,20,id-168,4,0,
rec-748-dup-0,20,id-263,4,0,
rec-226-dup-0,20,id-173,4,0,
id-762,20,rec-76-dup-0,4,0,
rec-717-dup-1,20,id-337,4,0,
rec-823-dup-0,20,rec-34-dup-0,4,0,
rec-10009-dup-0,20,id-506,1,35,
rec-556-dup-1,20,rec-213-dup-0,4,0,
id-59,20,rec-200-dup-0,4,0,
id-792,20,rec-421-dup-0,4,0,
rec-579-dup-0,20,id-7,4,0,
id-481,20,rec-369-dup-0,4,0,
rec-10095-dup-0,20,id-85,4,0,
rec-416-dup-1,20,rec-213-dup-0,4,0,
id-618,20,rec-209-dup-0,2,0,
rec-579-dup-0,20,id-500,4,0,
rec-659-dup-0,20,rec-213-dup-0,4,0,
id-745,20,rec-444-dup-0,1,60,
rec-519-dup-1,20,id-143,1,44,
id-860,20,rec-164-dup-0,4,0,
rec-508-dup-0,20,id-424,4,0,
rec-634-dup-0,20,rec-253-dup-0,4,0,
id-151,20,rec-808-dup-0,3,0,
rec-748-dup-0,20,id-44,1,1,5.0
id-626,20,rec-428-dup-0,4,0,
rec-10007-dup-1,20,rec-211-dup-0,4,0,
rec-279-dup-0,20,id-55,1,1,7.0
id-315,20,rec-164-dup-0,4,0,
rec-852-dup-0,20,rec-69-dup-0,2,0,
rec-54-dup-1,20,rec-129-dup-0,4,0,
rec-186-dup-0,20,rec-340-dup-0,1,0,
rec-404-dup-0,20,id-423,4,0,
rec-10030-dup-1,20,id-360,4,0,
rec-143-dup-0,20,rec-526-dup-1,4,0,
id-303,20,rec-69-dup-0,2,0,
id-772,20,rec-458-dup-0,1,15,
rec-279-dup-0,20,rec-45-dup-0,1,1,6.0
id-149,20,rec-442-dup-1,4,0,
id-252,20,rec-409-dup-1,4,0,
rec-186-dup-1,20,id-280,4,0,
rec-348-dup-1,20,id-156,4,0,
rec-483-dup-0,20,id-184,1,1,1.0
id-690,20,rec-340-dup-0,4,0,
id-727,20,rec-53-dup-1,4,0,
rec-139-dup-0,20,id-317,4,0,
id-10024,20,rec-526-dup-0,4,0,
rec-122-dup-0,20,id-417,4,0,
id-798,20,rec-796-dup-0,3,0,
rec-10165-dup-0,20,rec-45-dup-0,1,1,5.0
rec-551-dup-0,20,rec-38-dup-0,2,0,
rec-67-dup-0,20,id-280,4,0,
id-722,20,rec-64-dup-1,1,9,
rec-434-dup-0,20,rec-241-dup-0,4,0,
rec-379-dup-0,20,id-276,1,54,
rec-144-dup-0,20,rec-573-dup-0,1,35,
rec-225-dup-1,20,rec-19-dup-0,4,0,
rec-34-dup-0,20,rec-213-dup-0,4,0,
rec-886-dup-0,20,id-512,4,0,
rec-753-dup-0,20,rec-76-dup-0,4,0,
rec-678-dup-0,20,rec-10-dup-0,1,1,2.0
rec-717-dup-0,20,id-492,1,60,
rec-746-dup-0,20,rec-38-dup-0,1,48,
id-452,20,rec-405-dup-0,4,0,
id-422,20,rec-34-dup-0,1,25,
rec-447-dup-1,20,id-214,4,0,
rec-373-dup-0,20,rec-213-dup-0,4,0,
rec-519-dup-0,20,id-263,4,0,
id-239,20,rec-113-dup-1,1,44,
rec-10019-dup-0,20,id-203,4,0,
rec-660-dup-1,20,rec-369-dup-0,4,0,
id-436,20,rec-89-dup-0,4,0,
rec-584-dup-0,20,rec-304-dup-0,4,0,
id-564,20,rec-34-dup-0,4,0,
id-702,20,rec-447-dup-0,4,0,
rec-877-dup-0,20,rec-331-dup-1,4,0,
rec-34-dup-0,20,id-529,4,0,
rec-10170-dup-1,20,rec-103-dup-0,4,0,
rec-787-dup-1,20,rec-452-dup-0,1,60,
id-473,20,rec-89-dup-0,1,51,
id-869,20,rec-473-dup-1,4,0,
id-463,20,rec-241-dup-0,4,0,
rec-625-dup-1,20,id-446,4,0,
rec-150-dup-1,20,id-196,4,0,
rec-10107-dup-0,20,id-269,4,0,
id-44,20,rec-447-dup-0,4,0,
rec-126-dup-0,20,id-261,4,0,
id-623,20,rec-667-dup-0,1,1,1.0
rec-365-dup-0,20,rec-213-dup-0,4,0,
rec-10095-dup-0,20,id-528,4,0,
rec-450-dup-0,20,id-201,1,24,
rec-678-dup-1,20,rec-10-dup-0,1,1,2.0
rec-862-dup-0,20,rec-447-dup-0,4,0,
rec-10164-dup-1,20,id-196,4,0,
id-172,20,rec-84-dup-0,1,1,1.0
rec-258-dup-1,20,id-469,2,0,
id-138,20,rec-352-dup-1,2,0,
rec-10164-dup-0,20,rec-86-dup-0,4,0,
rec-344-dup-0,20,id-605,4,0,
rec-821-dup-1,20,id-269,4,0,
rec-528-dup-0,20,id-500,4,0,
rec-122-dup-0,20,id-496,4,0,
id-525,20,rec-408-dup-0,1,0,
rec-426-dup-0,20,id-256,1,24,2.0
rec-215-dup-1,20,id-269,4,0,
rec-324-dup-0,20,rec-53-dup-0,1,40,
id-275,20,rec-542-dup-0,4,0,
id-271,20,rec-57-dup-0,4,0,
rec-701-dup-0,20,id-283,1,52,
rec-6-dup-0,20,id-52,1,1,6.0
rec-10103-dup-0,20,id-506,4,0,
id-567,20,rec-502-dup-0,4,0,
rec-588-dup-0,20,rec-36-dup-0,1,40,
rec-176-dup-1,20,rec-5-dup-0,4,0,
id-850,20,rec-503-dup-0,4,0,
rec-78-dup-0,20,id-14,4,0,
rec-746-dup-0,20,rec-715-dup-0,1,16,
id-564,20,rec-503-dup-1,4,0,
id-628,20,rec-164-dup-0,4,0,
rec-144-dup-0,20,id-496,4,0,
rec-95-dup-0,20,rec-457-dup-1,2,0,
rec-251-dup-0,20,rec-195-dup-0,1,100,
id-10102,20,rec-442-dup-1,4,0,
id-213,20,rec-343-dup-1,2,0,
rec-10147-dup-0,20,id-521,4,0,
rec-558-dup-0,20,id-446,4,0,
rec-760-dup-1,20,id-220,1,48,
rec-10161-dup-1,20,rec-796-dup-0,3,0,
rec-10-dup-0,20,rec-81-dup-0,1,1,2.0
id-893,20,rec-63-dup-0,4,0,
id-711,20,rec-75-dup-0,1,12,2.0
id-798,20,rec-673-dup-1,1,45,
id-713,20,rec-59-dup-0,4,0,
rec-589-dup-0,20,id-684,4,0,
rec-133-dup-0,20,rec-174-dup-0,2,0,
id-384,20,rec-421-dup-0,4,0,
rec-10025-dup-1,20,id-204,4,0,
id-8,20,rec-57-dup-0,4,0,
rec-273-dup-0,20,id-496,4,0,
rec-64-dup-0,20,id-271,4,0,
id-624,20,rec-164-dup-0,4,0,
id-800,20,rec-76-dup-0,4,0,
id-716,20,rec-113-dup-1,1,5,
rec-464-dup-1,20,rec-89-dup-0,4,0,
rec-147-dup-0,20,rec-59-dup-0,4,0,
id-272,20,rec-252-dup-0,1,1,2.0
rec-347-dup-1,20,id-280,4,0,
rec-112-dup-0,20,id-126,4,0,
id-10100,20,rec-113-dup-0,4,0,
rec-568-dup-0,20,id-562,1,33,
id-171,20,rec-209-dup-0,1,20,
id-627,20,rec-332-dup-0,1,30,
id-696,20,rec-203-dup-0,4,0,
id-804,20,rec-92-dup-0,1,63,
rec-770-dup-1,20,rec-157-dup-1,4,0,
id-10022,20,rec-374-dup-0,4,0,
id-169,20,rec-129-dup-0,4,0,
rec-444-dup-0,20,rec-53-dup-1,4,0,
rec-379-dup-0,20,id-317,4,0,
rec-871-dup-0,20,id-599,4,0,
rec-565-dup-0,20,rec-428-dup-0,4,0,
rec-10170-dup-0,20,rec-514-dup-0,4,0,
id-28,20,rec-10-dup-1,1,1,2.0
id-275,20,rec-213-dup-0,4,0,
id-315,20,rec-447-dup-0,4,0,
rec-10151-dup-0,20,rec-428-dup-0,4,0,
id-59,20,rec-245-dup-1,1,0,
rec-362-dup-1,20,id-214,4,0,
rec-450-dup-0,20,rec-34-dup-0,4,0,
rec-365-dup-0,20,id-523,4,0,
rec-55-dup-0,20,rec-5-dup-0,4,0,
rec-634-dup-1,20,rec-526-dup-1,4,0,
rec-244-dup-0,20,rec-270-dup-0,4,0,
rec-428-dup-0,20,id-8,4,0,
rec-558-dup-0,20,rec-191-dup-0,4,0,
id-813,20,rec-241-dup-0,4,0,
rec-748-dup-0,20,rec-113-dup-1,4,0,
rec-584-dup-1,20,id-333,1,24,
rec-561-dup-0,20,rec-257-dup-1,4,0,
rec-677-dup-0,20,id-263,4,0,
rec-79-dup-0,20,rec-34-dup-0,4,0,
rec-10032-dup-1,20,id-506,4,0,
rec-507-dup-0,20,id-173,4,0,
rec-227-dup-1,20,id-355,2,0,
rec-749-dup-1,20,rec-38-dup-0,2,0,
id-174,20,rec-217-dup-0,2,0,
rec-596-dup-0,20,rec-163-dup-0,1,32,
rec-10025-dup-1,20,rec-113-dup-0,1,34,1.0
rec-144-dup-0,20,rec-311-dup-0,4,0,
rec-674-dup-0,20,id-480,2,0,
rec-120-dup-0,20,id-250,4,0,
rec-760-dup-1,20,rec-442-dup-1,4,0,
rec-556-dup-0,20,rec-164-dup-0,4,0,
id-346,20,rec-89-dup-1,4,0,
rec-447-dup-0,20,rec-241-dup-0,4,0,
rec-871-dup-0,20,id-61,1,25,
rec-437-dup-0,20,rec-113-dup-1,4,0,
id-663,20,rec-366-dup-0,1,47,
id-690,20,rec-503-dup-1,4,0,
id-645,20,rec-369-dup-1,4,0,
id-128,20,rec-270-dup-0,4,0,
rec-95-dup-0,20,rec-328-dup-1,4,0,
id-182,20,rec-188-dup-0,4,0,
rec-831-dup-0,20,rec-45-dup-0,1,1,2.0
rec-464-dup-1,20,rec-374-dup-0,4,0,
id-10182,20,rec-211-dup-0,4,0,
id-663,20,rec-164-dup-0,4,0,
rec-630-dup-0,20,id-143,1,1,2.0
rec-10020-dup-1,20,id-97,1,25,
rec-437-dup-0,20,id-776,4,0,
id-134,20,rec-34-dup-0,4,0,
rec-208-dup-0,20,rec-475-dup-1,1,8,
rec-133-dup-0,20,id-226,1,35,
rec-122-dup-0,20,rec-241-dup-0,4,0,
id-471,20,rec-39-dup-0,1,1,12.0
id-270,20,rec-321-dup-1,2,0,
rec-838-dup-0,20,id-815,3,0,
id-183,20,rec-59-dup-0,4,0,
